text,tokens
kwa wazi wana huduma mbaya sana ya wateja ili upate unacholipa,"['wazi', 'wana', 'huduma', 'mbaya', 'wateja', 'upate', 'unacholipa']"
hayadumu milele lakini si ghali kupita kiasi ili kubadili uwezo wao wa kuendesha na sauti ni bora kuliko sauti nyingine ambazo nimejaribu,"['hayadumu', 'milele', 'si', 'ghali', 'kupita', 'kiasi', 'kubadili', 'uwezo', 'kuendesha', 'bora', 'kuliko', 'nyingine', 'ambazo', 'nimejaribu']"
niliwasiliana na kampuni hiyo na wakaniambia kwamba ingawa kizio hicho bado kilikuwa chini ya uhakikisho kama ningeweza kutoa risiti yangu kwa bahati,"['niliwasiliana', 'kampuni', 'wakaniambia', 'ingawa', 'kizio', 'hicho', 'bado', 'kilikuwa', 'uhakikisho', 'ningeweza', 'kutoa', 'risiti', 'bahati']"
viunganishi vyapasa kuwa na njia fulani ya kubadilishana simu mbaya kwa ajili ya mashine ya kurekebisha au kitu fulani,"['viunganishi', 'vyapasa', 'njia', 'fulani', 'kubadilishana', 'simu', 'mbaya', 'ajili', 'mashine', 'kurekebisha', 'au', 'kitu', 'fulani']"
simu ni imara kwa kuwa simu zote za mkononi za nokia ni imara,"['simu', 'imara', 'simu', 'zote', 'mkononi', 'nokia', 'imara']"
simu ya juu,['simu']
nilipoiweka treo yangu ndani ya kesi haikuwa nzuri tu bali pia kulikuwa na nafasi nyingi za ziada kwenye upande wa kulia,"['nilipoiweka', 'treo', 'kesi', 'haikuwa', 'nzuri', 'bali', 'kulikuwa', 'nafasi', 'nyingi', 'ziada', 'upande', 'kulia']"
zitacheka zitachangamka,"['zitacheka', 'zitachangamka']"
betri ni mbaya sana,"['betri', 'mbaya']"
iligundua kwamba ni rahisi kutengeneza na kutumia bidhaa hiyo,"['iligundua', 'rahisi', 'kutengeneza', 'kutumia', 'bidhaa']"
sikio lililo juu ya hili ni kubwa mno au zito mno huteleza kutoka sikioni mwangu,"['sikio', 'lililo', 'hili', 'mno', 'au', 'zito', 'mno', 'huteleza', 'sikioni', 'mwangu']"
sauti chafu ni mbaya sana,"['chafu', 'mbaya']"
mwendeshaji alifika ndani ya fremu ya wakati iliyoahidiwa lakini haikufanya kazi,"['mwendeshaji', 'alifika', 'fremu', 'iliyoahidiwa', 'haikufanya', 'kazi']"
hakukuwa na kifuniko cha sikio kilichohitaji sauti yake ndogo sana na sauti ni kubwa,"['hakukuwa', 'kifuniko', 'sikio', 'kilichohitaji', 'ndogo']"
hatimaye baada ya mara tatu au nne masika ya ndoa hiyo kuvunjika na siwezi kuitumia tena kwenye vyombo,"['hatimaye', 'tatu', 'au', 'nne', 'masika', 'ndoa', 'kuvunjika', 'siwezi', 'kuitumia', 'vyombo']"
kisehemu cha mkononi kinafanya kazi vizuri lakini gari lajaribu kupakua kitabu cha anwani na treo rebooverll ingali linafikia kiwango cha juu cha kifaa hiki,"['kisehemu', 'mkononi', 'kinafanya', 'kazi', 'vizuri', 'gari', 'lajaribu', 'kupakua', 'kitabu', 'anwani', 'treo', 'rebooverll', 'ingali', 'linafikia', 'kiwango', 'kifaa', 'hiki']"
 kuzungumza kuhusu huduma za wateja ambazo si za bure,"['kuzungumza', 'kuhusu', 'huduma', 'wateja', 'ambazo', 'si', 'bure']"
lilionekana kuwa nyepesi sana na lenye rangi hafifu,"['lilionekana', 'nyepesi', 'lenye', 'rangi', 'hafifu']"
hii haipatani na mnazi tungsten e2 na ilivunja mara ya kwanza ijaribu kuiunganisha,"['hii', 'haipatani', 'mnazi', 'tungsten', 'e2', 'ilivunja', 'kwanza', 'ijaribu', 'kuiunganisha']"
ukiwa mwenye furaha kwa sababu ya kununua kitu hicho kilicho bora na cha bei ya chini,"['ukiwa', 'furaha', 'sababu', 'kununua', 'kitu', 'hicho', 'kilicho', 'bora', 'bei']"
napenda sura na hisia za samsung hehoni,"['napenda', 'sura', 'hisia', 'samsung', 'hehoni']"
buluu iliyobuniwa vizuri na yenye rangi ya buluu ni rangi nzuri sana,"['buluu', 'iliyobuniwa', 'vizuri', 'yenye', 'rangi', 'buluu', 'rangi', 'nzuri']"
hufanya kila kitu chapasa na zaidi,"['hufanya', 'kitu', 'chapasa']"
siwezi kupendekeza haya zaidi,"['siwezi', 'kupendekeza', 'haya']"
sauti nzuri,['nzuri']
tazama vizuri katika picha lakini kisa hiki kilikuwa kivunja  moyo kikubwa,"['tazama', 'vizuri', 'picha', 'kisa', 'hiki', 'kilikuwa', 'kivunja', 'moyo', 'kikubwa']"
chini ya mfupa wa utaya ni kwamba ungetumiwa badala yake,"['mfupa', 'utaya', 'ungetumiwa', 'badala']"
soli ilienda kwa utaratibu sana,"['soli', 'ilienda', 'utaratibu']"
mwendo wake wa polepole sana na huchukua muda mrefu kufanya lolote pamoja nao,"['mwendo', 'polepole', 'huchukua', 'mrefu', 'kufanya', 'lolote', 'nao']"
ni lazima mtu ajifunze kwa ajili ya mtu yeyote apendezwaye na dhambi mbaya zaidi za ubuni wa kiviwanda,"['lazima', 'mtu', 'ajifunze', 'ajili', 'mtu', 'yeyote', 'apendezwaye', 'dhambi', 'mbaya', 'ubuni', 'kiviwanda']"
jambo la kwanza lililotukia ni kwamba reli hiyo ilikuwa imesimamishwa,"['jambo', 'kwanza', 'lililotukia', 'reli', 'imesimamishwa']"
ni rahisi kutumia simu hiyo na ina kishikizo cha mshipi kinachoweza kushikana kwa urahisi,"['rahisi', 'kutumia', 'simu', 'ina', 'kishikizo', 'mshipi', 'kinachoweza', 'kushikana', 'urahisi']"
kisha ilinibidi niendelee kukipanga pindi kwa pindi kwa sababu kwa njia fulani kiliendelea kukiangusha,"['ilinibidi', 'niendelee', 'kukipanga', 'pindi', 'pindi', 'sababu', 'njia', 'fulani', 'kiliendelea', 'kukiangusha']"
vijia vyenye kupita kiasi kutoka kikundi cha tatu,"['vijia', 'vyenye', 'kupita', 'kiasi', 'kikundi', 'tatu']"
kiwaluwi cha buluu hakitumi simu za mkononi kwa ghafula na sasa kinapiga simu kiholela mfukoni mwangu nikiwa nimefungiwa,"['kiwaluwi', 'buluu', 'hakitumi', 'simu', 'mkononi', 'ghafula', 'kinapiga', 'simu', 'kiholela', 'mfukoni', 'mwangu', 'nikiwa', 'nimefungiwa']"
kwa kweli ni mbaya sana,"['kweli', 'mbaya']"
kinafanya kazi vizuri kwenye simu yangu ya mkononi 325 na ni bora zaidi kuliko betri iliyochakaa,"['kinafanya', 'kazi', 'vizuri', 'simu', 'mkononi', '325', 'bora', 'kuliko', 'betri', 'iliyochakaa']"
kiasi cha pete ni kizuri sana unapochagua sauti ya juu,"['kiasi', 'pete', 'kizuri', 'unapochagua']"
hapana awezaye kuzuiliwa ila kwa haki,"['hapana', 'awezaye', 'kuzuiliwa', 'ila', 'haki']"
picha zina kasoro kubwa sana,"['picha', 'zina', 'kasoro']"
bila shaka bidhaa hii haiko tayari kwa muda mrefu lakini sijali inapendeza kama nini ikiwa huwezi kujua simu inakuja bure,"['shaka', 'bidhaa', 'hii', 'haiko', 'tayari', 'mrefu', 'sijali', 'inapendeza', 'ikiwa', 'huwezi', 'kujua', 'simu', 'inakuja', 'bure']"
napenda alama za mviringo kwa sababu zinawachapa sana,"['napenda', 'alama', 'mviringo', 'sababu', 'zinawachapa']"
fataki za kauri zimejaa tele,"['fataki', 'kauri', 'zimejaa', 'tele']"
rahisi kuwa pamoja na chembe yangu ya samsung,"['rahisi', 'chembe', 'samsung']"
maagizo hayakueleza kwamba kikuza  sauti kingeweza kutumiwa,"['maagizo', 'hayakueleza', 'kikuza', 'kingeweza', 'kutumiwa']"
ningeshauri nisinunue kitu hiki ambacho hakingefanya kazi vizuri sana,"['ningeshauri', 'nisinunue', 'kitu', 'hiki', 'ambacho', 'hakingefanya', 'kazi', 'vizuri']"
ni vibaya mno kulipa hadi mwezi mmoja kwa ajili ya utumishi,"['vibaya', 'mno', 'kulipa', 'mwezi', 'ajili', 'utumishi']"
hufanya kazi vizuri,"['hufanya', 'kazi', 'vizuri']"
waya ya nokia ca42 haikufanya kazi kwa simu yangu,"['waya', 'nokia', 'ca42', 'haikufanya', 'kazi', 'simu']"
sauti safi kabisa,"['safi', 'kabisa']"
ni lazima nitumie vibweta vidogo zaidi vya masikio vilivyoandaliwa lakini vinabaki vizuri sana,"['lazima', 'nitumie', 'vibweta', 'vidogo', 'vya', 'masikio', 'vilivyoandaliwa', 'vinabaki', 'vizuri']"
lalamiko kubwa zaidi ambalo nina nalo ni mwendo wa kasi sana wa betri,"['lalamiko', 'ambalo', 'nina', 'nalo', 'mwendo', 'kasi', 'betri']"
muundo waweza kuwa wa kinadharia lakini siwezi kuvumilia kuwa na vitu hivyo masikioni mwangu,"['muundo', 'waweza', 'kinadharia', 'siwezi', 'kuvumilia', 'vitu', 'masikioni', 'mwangu']"
usinunue ikiwa unataka kutumia holi,"['usinunue', 'ikiwa', 'unataka', 'kutumia', 'holi']"
simu pia zinaweza kupiga picha kubwa na hata video,"['simu', 'zinaweza', 'kupiga', 'picha', 'video']"
haikufanyi uonekane mwenye ubaridi,"['haikufanyi', 'uonekane', 'ubaridi']"
kwa sababu masikio yote mawili yana shughuli nyingi hayakengeushi hata kidogo,"['sababu', 'masikio', 'yote', 'mawili', 'yana', 'shughuli', 'nyingi', 'hayakengeushi', 'kidogo']"
kitoshea cha kustarehesha wahitaji kichwa chako kistarehe kwa angalau muda wa saa moja kwa wakati ikiwa si kwa siku nzima,"['kitoshea', 'kustarehesha', 'wahitaji', 'kichwa', 'chako', 'kistarehe', 'angalau', 'saa', 'ikiwa', 'si', 'siku', 'nzima']"
pia inaonekana kwamba simu hiyo haikubali chochote isipokuwa tu mp3 ambazo zinaweza kugongwa na mashine ya kusafisha madirisha,"['inaonekana', 'simu', 'haikubali', 'chochote', 'isipokuwa', 'mp3', 'ambazo', 'zinaweza', 'kugongwa', 'mashine', 'kusafisha', 'madirisha']"
juu ya bei ya dawa hizo,"['bei', 'dawa', 'hizo']"
huja na nuru yenye nguvu ambayo unaweza kutumia ili kuwasha picha zako na hata kutoa ishara kwa uzito,"['huja', 'nuru', 'yenye', 'nguvu', 'ambayo', 'unaweza', 'kutumia', 'kuwasha', 'picha', 'zako', 'kutoa', 'ishara', 'uzito']"
si nyepesi na hufanya kazi vizuri,"['si', 'nyepesi', 'hufanya', 'kazi', 'vizuri']"
basi jihadharini,['jihadharini']
napenda waya hii huniruhusu kuunganisha kifaa chochote kidogo cha kompyuta hadi kwenye ukurasa wangu,"['napenda', 'waya', 'hii', 'huniruhusu', 'kuunganisha', 'kifaa', 'chochote', 'kidogo', 'kompyuta', 'ukurasa', 'wangu']"
basi huyo msikilizaji wenu na alete sehemu yoyote ya mazungumzo yenu,"['huyo', 'msikilizaji', 'wenu', 'alete', 'sehemu', 'yoyote', 'mazungumzo', 'yenu']"
hilo ni jambo la ubaridi kwa sababu visa vingi huwa wazi tu vikiruhusu kiwambo kijikunacho chote,"['hilo', 'jambo', 'ubaridi', 'sababu', 'visa', 'vingi', 'huwa', 'wazi', 'vikiruhusu', 'kiwambo', 'kijikunacho', 'chote']"
nilinunua simu hii kama kibadala cha ugonjwa wangu na tangu wakati huo nimeijutia,"['nilinunua', 'simu', 'hii', 'kibadala', 'ugonjwa', 'wangu', 'tangu', 'nimeijutia']"
huonekana kutengeneza hasa betri ya awali kutoka kwenye kidevu kilichokuja na  v325i yangu,"['huonekana', 'kutengeneza', 'hasa', 'betri', 'awali', 'kidevu', 'kilichokuja', 'v325i']"
hifadhi chochote isipokuwa nambari za simu ili kupunguza uzito,"['hifadhi', 'chochote', 'isipokuwa', 'nambari', 'simu', 'kupunguza', 'uzito']"
linachukua muda unaopungua dakika 3 ikiwa ninajaribu kutumia simu ya mke wangu ana simu ileile yenye tatizo hilohilo,"['linachukua', 'unaopungua', 'dakika', '3', 'ikiwa', 'ninajaribu', 'kutumia', 'simu', 'mke', 'wangu', 'ana', 'simu', 'ileile', 'yenye', 'tatizo', 'hilohilo']"
sifa mbaya,"['sifa', 'mbaya']"
makinda ya masikio ya jabra ni bora zaidi,"['makinda', 'masikio', 'jabra', 'bora']"
haikustahili,['haikustahili']
simu ilianguka kabisa na sasa ni lazima ichukue mahali payo,"['simu', 'ilianguka', 'kabisa', 'lazima', 'ichukue', 'mahali', 'payo']"
iliacha kufanya kazi baada ya id kuitumia kwa karibu miezi 18 ili tu ninunue nyingine kwa sababu hii ndiyo kichwa bora zaidi kilichopata kuwa nacho,"['iliacha', 'kufanya', 'kazi', 'id', 'kuitumia', 'miezi', '18', 'ninunue', 'nyingine', 'sababu', 'hii', 'ndiyo', 'kichwa', 'bora', 'kilichopata', 'nacho']"
kwa bahati mbaya haishiki simu yangu ya mkononi 4 licha ya kuiunganisha na vyanzo mbalimbali vya nguvu za umeme vinavyotumia betri ya nje nkk,"['bahati', 'mbaya', 'haishiki', 'simu', 'mkononi', '4', 'licha', 'kuiunganisha', 'vyanzo', 'mbalimbali', 'vya', 'nguvu', 'umeme', 'vinavyotumia', 'betri', 'nje', 'nkk']"
ilikuwa simu kubwa,['simu']
ikiwa unataka tu kuwa na simu ndogo ya kupindwa mahali penginepo kwani kengele za ziada za kengele ni mdiocre,"['ikiwa', 'unataka', 'simu', 'ndogo', 'kupindwa', 'mahali', 'penginepo', 'kwani', 'kengele', 'ziada', 'kengele', 'mdiocre']"
thamani nzuri hutokeza nguvu nzuri kupitia gari la kukanyagia au kijia cha ukuta,"['thamani', 'nzuri', 'hutokeza', 'nguvu', 'nzuri', 'kupitia', 'gari', 'kukanyagia', 'au', 'kijia', 'ukuta']"
simu yangu haipigi gari langu sasa na kushika simu yangu kwa sababu ya matatizo ya simu,"['simu', 'haipigi', 'gari', 'langu', 'kushika', 'simu', 'sababu', 'matatizo', 'simu']"
hicho ndicho kichwa bora zaidi cha rangi ya buluu kwa ajili ya ubora wa sauti,"['hicho', 'ndicho', 'kichwa', 'bora', 'rangi', 'buluu', 'ajili', 'ubora']"
hebu wazia unapopanga kuniletea trakti hii hakika ni simu ya mwisho ya moto kwa ajili yangu,"['hebu', 'wazia', 'unapopanga', 'kuniletea', 'trakti', 'hii', 'hakika', 'simu', 'mwisho', 'moto', 'ajili']"
katika muda wa saa moja ilikuwa na watu wawili wapaaza sauti ni nani ni kwamba ile simu mpya ya tv,"['saa', 'wawili', 'wapaaza', 'nani', 'ile', 'simu', 'mpya', 'tv']"
sikuzote nimetumia vichwa vyenye kamba na uhuru kutoka kwa waya husaidia sana,"['sikuzote', 'nimetumia', 'vichwa', 'vyenye', 'kamba', 'uhuru', 'waya', 'husaidia']"
kesi hii imepita alama ya mwaka mmoja na wakati ionyeshapo ishara za kuivaa ni 100 ikifanya kazi,"['kesi', 'hii', 'imepita', 'alama', 'mwaka', 'ionyeshapo', 'ishara', 'kuivaa', '100', 'ikifanya', 'kazi']"
mbali na kwamba ngozi ni nzuri na nyororo sehemu laini ya mbele ni ngumu sana hivi kwamba sehemu ya uso ina umbo zuri,"['mbali', 'ngozi', 'nzuri', 'nyororo', 'sehemu', 'laini', 'mbele', 'ngumu', 'hivi', 'sehemu', 'uso', 'ina', 'umbo', 'zuri']"
lina kila kitu ninachohitaji na mimi naweza kuomba kupata zaidi,"['lina', 'kitu', 'ninachohitaji', 'naweza', 'kuomba', 'kupata']"
baada ya kupokea na kutumia bidhaa hiyo kwa siku 2 tu ilivunjika,"['kupokea', 'kutumia', 'bidhaa', 'siku', '2', 'ilivunjika']"
bidhaa hii ni kubwa na inafanya kazi iwe rahisi zaidi kwangu kwenda kwa polisi huku nikingoja kitu fulani,"['bidhaa', 'hii', 'inafanya', 'kazi', 'iwe', 'rahisi', 'kwangu', 'polisi', 'nikingoja', 'kitu', 'fulani']"
hakuna hata moja kati ya zile saizi tatu walizopeleka nikiwa na ncha ya kichwa ambacho kingebaki masikioni mwangu,"['hakuna', 'kati', 'zile', 'saizi', 'tatu', 'walizopeleka', 'nikiwa', 'ncha', 'kichwa', 'ambacho', 'kingebaki', 'masikioni', 'mwangu']"
gari la abiria lina huduma bora zaidi kwa wateja mahali popote,"['gari', 'abiria', 'lina', 'huduma', 'bora', 'wateja', 'mahali', 'popote']"
alifika haraka na gharama ndogo kuliko wengine wanaouzwa,"['alifika', 'haraka', 'gharama', 'ndogo', 'kuliko', 'wanaouzwa']"
tumejaribu vipimo 2 na vyote viwili vikashindwa katika muda wa miezi 2,"['tumejaribu', 'vipimo', '2', 'vyote', 'viwili', 'vikashindwa', 'miezi', '2']"
huandaa ulinzi mzuri na sura nzuri pia,"['huandaa', 'ulinzi', 'mzuri', 'sura', 'nzuri']"
krussel sikuzote ni nzuri,"['krussel', 'sikuzote', 'nzuri']"
tracfenewebsite ni mtumiaji mwenye urafiki na huifanya iwe rahisi kupambanua,"['tracfenewebsite', 'mtumiaji', 'urafiki', 'huifanya', 'iwe', 'rahisi', 'kupambanua']"
umbo lake ni zuri sana kwa4,"['umbo', 'lake', 'zuri', 'kwa4']"
huu ndio upokeaji mkubwa wakati wote,"['huu', 'ndio', 'upokeaji']"
laiti ungependekeza sana bidhaa hii,"['laiti', 'ungependekeza', 'bidhaa', 'hii']"
nyani hutumia kizio chenye miwani ya jua si mizuri katika exasa,"['nyani', 'hutumia', 'kizio', 'chenye', 'miwani', 'jua', 'si', 'mizuri', 'exasa']"
haitumii wakati mwingi pamoja na nokia 5320,"['haitumii', 'mwingi', 'nokia', '5320']"
alinunua hasa kwa ajili ya msimamizi ambaye alivunja uhusiano mara tu baada ya kununua,"['alinunua', 'hasa', 'ajili', 'msimamizi', 'ambaye', 'alivunja', 'uhusiano', 'kununua']"
ikiwa unapenda kelele kubwa ili kushinda mazungumzo yako yote basi simu hii ni yako,"['ikiwa', 'unapenda', 'kelele', 'kushinda', 'mazungumzo', 'yako', 'yote', 'simu', 'hii', 'yako']"
ununue vizuri na utapata tena simu yangu ifuatayo,"['ununue', 'vizuri', 'utapata', 'simu', 'ifuatayo']"
na yaliyo machafu yahame,"['yaliyo', 'machafu', 'yahame']"
msemaji huyu wa simu ya mkononi mwenye rangi ya bluu  kijivu ni mwenye kutisha,"['msemaji', 'huyu', 'simu', 'mkononi', 'rangi', 'bluu', 'kijivu', 'kutisha']"
halifai,['halifai']
kitu kiliwasili haraka na kufanya kazi vizuri kwa vifaa vyangu vya kuchezea vyenye sauti ya simsung schr 450 za slaidi na sauti ya juu sana katika viunganishi vya masikio,"['kitu', 'kiliwasili', 'haraka', 'kufanya', 'kazi', 'vizuri', 'vifaa', 'vyangu', 'vya', 'kuchezea', 'vyenye', 'simsung', 'schr', '450', 'slaidi', 'viunganishi', 'vya', 'masikio']"
ni nyepesi kuwa na uwezo mwingi wa betri na inaweza kuchakaa kwa muda mrefu,"['nyepesi', 'uwezo', 'mwingi', 'betri', 'inaweza', 'kuchakaa', 'mrefu']"
kutamauka,['kutamauka']
ni rahisi kutumia chungu wa rangi ya bluu,"['rahisi', 'kutumia', 'chungu', 'rangi', 'bluu']"
iliuzwa kwa bei ya chini lakini ya fedha ilikuwa na matokeo mazuri kwa sababu ya gharama ya chini ya bidhaa hii,"['iliuzwa', 'bei', 'fedha', 'matokeo', 'mazuri', 'sababu', 'gharama', 'bidhaa', 'hii']"
kamera kwenye simu yaweza kutumiwa kama kingora wakati inapokuwa ndani ya nyumba badala ya kutumia kifaa kinachoweza kutupwa wakati huo,"['kamera', 'simu', 'yaweza', 'kutumiwa', 'kingora', 'inapokuwa', 'nyumba', 'badala', 'kutumia', 'kifaa', 'kinachoweza', 'kutupwa']"
kisha siku chache baadaye moshi ukatoka kwenye simu ukitumiwa,"['siku', 'chache', 'baadaye', 'moshi', 'ukatoka', 'simu', 'ukitumiwa']"
gari linapotumiwa kwa urahisi na kwa njia rahisi sana hilo hufanya gari liwe laini zaidi,"['gari', 'linapotumiwa', 'urahisi', 'njia', 'rahisi', 'hilo', 'hufanya', 'gari', 'liwe', 'laini']"
nano alisema kwamba mwana wake alikatwa kichwa,"['nano', 'mwana', 'alikatwa', 'kichwa']"
ubora wa sauti ni bora sana vilevile,"['ubora', 'bora', 'vilevile']"
kichwa chake kilicho bora zaidi ni kile ambacho kimetumia,"['kichwa', 'chake', 'kilicho', 'bora', 'kile', 'ambacho', 'kimetumia']"
halingewasiliana tena,['halingewasiliana']
wamekuwapo kwa miaka mingi na huwa na kilinda  sinema bora zaidi ambacho nimepata kufikia sasa,"['wamekuwapo', 'miaka', 'mingi', 'huwa', 'kilinda', 'sinema', 'bora', 'ambacho', 'nimepata', 'kufikia']"
haya ndiyo niliyo yataka,"['haya', 'ndiyo', 'niliyo', 'yataka']"
mwanamitindo huyu hawezi kufanya kazi na gari langu q skii,"['mwanamitindo', 'huyu', 'hawezi', 'kufanya', 'kazi', 'gari', 'langu', 'q', 'skii']"
nilikuwa nikifanya kazi vizuri au mwenye kunitakia mema,"['nilikuwa', 'nikifanya', 'kazi', 'vizuri', 'au', 'kunitakia', 'mema']"
kwa kuongezea yeye huhisi amp ni kana kwamba simu zote ni plastiki nyepesi,"['kuongezea', 'huhisi', 'amp', 'kana', 'simu', 'zote', 'plastiki', 'nyepesi']"
lakini sasa kwa kuwa tatizo lilelile halijatokea tena kwenye mtandao wa reli hiyo pesa zako mahali pengine kwa pembe tofauti hazitaziunga mkono,"['tatizo', 'lilelile', 'halijatokea', 'mtandao', 'reli', 'pesa', 'zako', 'mahali', 'pengine', 'pembe', 'tofauti', 'hazitaziunga', 'mkono']"
nataka sana wataalamu 510 wawe wafaa lakini wana masuala mengi mno kwa manufaa yake,"['nataka', 'wataalamu', '510', 'wawe', 'wafaa', 'wana', 'masuala', 'mengi', 'mno', 'manufaa']"
bidhaa kubwa,['bidhaa']
ni ya kweli na yenye kueleweka,"['kweli', 'yenye', 'kueleweka']"
baada ya shtaka la kwanza kuendelea kufa baada ya dakika 12,"['shtaka', 'kwanza', 'kuendelea', 'kufa', 'dakika', '12']"
paa za plastiki za bei ya chini sana kama sakafu ya mbao iliyozeeka,"['paa', 'plastiki', 'bei', 'sakafu', 'mbao', 'iliyozeeka']"
mimi hupata ukaribishaji mbaya sana katika chumba changu ambapo kwa simu nyingine sijapata tatizo hili,"['hupata', 'ukaribishaji', 'mbaya', 'chumba', 'changu', 'ambapo', 'simu', 'nyingine', 'sijapata', 'tatizo', 'hili']"
karamu imekuwa nzuri kwa ujumla,"['karamu', 'imekuwa', 'nzuri', 'ujumla']"
maisha bora kabisa ya betri na mambo yasiyo ya kawaida,"['maisha', 'bora', 'kabisa', 'betri', 'mambo', 'yasiyo', 'kawaida']"
kimo kikuu cha buluu,"['kimo', 'kikuu', 'buluu']"
nipendekezea sana kesi hii,"['nipendekezea', 'kesi', 'hii']"
zafaa,['zafaa']
hakika huku bila ya shaka ndiko kufuzu kukubwa,"['hakika', 'shaka', 'ndiko', 'kufuzu', 'kukubwa']"
baada ya simu yangu kuwa na umri wa karibu mwaka mmoja ilikuwa ikikatika polepole licha ya utunzaji mwingi kwa upande wangu,"['simu', 'umri', 'mwaka', 'ikikatika', 'polepole', 'licha', 'utunzaji', 'mwingi', 'upande', 'wangu']"
naomba radhi kwa kufanya ununuzi huu,"['naomba', 'radhi', 'kufanya', 'ununuzi', 'huu']"
nilinunua kofia hii ya rangi ya bluu ambayo ingeweza kutoshea vizuri lakini mambo hayo yalifanya isiwezekane kuvaa,"['nilinunua', 'kofia', 'hii', 'rangi', 'bluu', 'ambayo', 'ingeweza', 'kutoshea', 'vizuri', 'mambo', 'hayo', 'yalifanya', 'isiwezekane', 'kuvaa']"
treo na gari  moshi lilikataa kulibadili na kunifanya ninunue simu nyingine bila kupunguza bei,"['treo', 'gari', 'moshi', 'lilikataa', 'kulibadili', 'kunifanya', 'ninunue', 'simu', 'nyingine', 'kupunguza', 'bei']"
hakika huo moto ni katika mambo yaliyo makubwa kabisa,"['hakika', 'moto', 'mambo', 'yaliyo', 'makubwa', 'kabisa']"
sidhani kama itashika sana mshipi wako,"['sidhani', 'itashika', 'mshipi', 'wako']"
hilo linaruhusu uwezekano wa vitabu viwili vya tarehe na wakati uleule baada ya tarehe ya kwanza,"['hilo', 'linaruhusu', 'uwezekano', 'vitabu', 'viwili', 'vya', 'tarehe', 'uleule', 'tarehe', 'kwanza']"
wao hufanya kazi kwa majuma 2 hivi kisha hupumzika,"['hufanya', 'kazi', 'majuma', '2', 'hivi', 'hupumzika']"
ni rahisi kuitumia na kukipenda,"['rahisi', 'kuitumia', 'kukipenda']"
kifaa kikubwa cha mawasiliano ya vitumbuizo na usimamizi wa dataoh hakikisha kutumia utendaji wa utendaji 42 ili kupata matokeo mazuri ya kupatana kwa data,"['kifaa', 'kikubwa', 'mawasiliano', 'vitumbuizo', 'usimamizi', 'dataoh', 'hakikisha', 'kutumia', 'utendaji', 'utendaji', '42', 'kupata', 'matokeo', 'mazuri', 'kupatana', 'data']"
si rahisi kutumia kisa hiki kwa sababu harufu yake inachukiza,"['si', 'rahisi', 'kutumia', 'kisa', 'hiki', 'sababu', 'harufu', 'inachukiza']"
si kile nilichotaka,"['si', 'kile', 'nilichotaka']"
imiliki 2 ya visa hivi na ningeagiza kingine,"['imiliki', '2', 'visa', 'hivi', 'ningeagiza', 'kingine']"
simu ya juu,['simu']
nilinunua betri hii kwa hati kutoka kwa amazon na ninafurahishwa sana na ununuzi wangu,"['nilinunua', 'betri', 'hii', 'hati', 'amazon', 'ninafurahishwa', 'ununuzi', 'wangu']"
upatikanaji wa mtandao wa intaneti ulikuwa sawa kwa tukio lisilo la kawaida kuwa na matokeo,"['upatikanaji', 'mtandao', 'intaneti', 'ulikuwa', 'sawa', 'tukio', 'lisilo', 'kawaida', 'matokeo']"
iliyofaa kwa ps3,"['iliyofaa', 'ps3']"
